params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
N=1024,fp16,0.0047,0.0026,0.0028,1.83,1.69,1.0774,0.0026,1.83,0.0289,0.0376,0.77
N=1024,bf16,0.0047,0.0027,0.0029,1.77,1.64,1.0808,0.0026,1.83,0.0291,0.0376,0.77
N=1024,fp32,0.0069,0.0028,0.0032,2.51,2.18,1.1496,0.0027,2.56,0.0303,0.0419,0.72
N=2048,fp16,0.0070,0.0029,0.0039,2.46,1.83,1.3424,0.0029,2.41,0.0389,0.0476,0.82
N=2048,bf16,0.0070,0.0029,0.0038,2.44,1.85,1.3178,0.0028,2.52,0.0388,0.0475,0.82
N=2048,fp32,0.0102,0.0036,0.0039,2.85,2.63,1.0850,0.0035,2.93,0.0488,0.0572,0.85
N=3072,fp16,0.0088,0.0030,0.0048,2.97,1.85,1.6081,0.0030,2.98,0.0518,0.0560,0.93
N=3072,bf16,0.0090,0.0031,0.0048,2.88,1.86,1.5455,0.0032,2.84,0.0519,0.0558,0.93
N=3072,fp32,0.0154,0.0050,0.0055,3.06,2.78,1.1025,0.0051,3.03,0.0542,0.0686,0.79
N=4096,fp16,0.0101,0.0035,0.0061,2.91,1.66,1.7585,0.0033,3.07,0.0677,0.0654,1.04
N=4096,bf16,0.0105,0.0036,0.0061,2.87,1.71,1.6749,0.0036,2.92,0.0677,0.0653,1.04
N=4096,fp32,0.0197,0.0076,0.0081,2.59,2.42,1.0702,0.0075,2.61,0.0796,0.0881,0.90
N=5120,fp16,0.0132,0.0043,0.0077,3.05,1.72,1.7744,0.0041,3.23,0.0704,0.0730,0.96
N=5120,bf16,0.0133,0.0048,0.0077,2.77,1.72,1.6137,0.0040,3.30,0.0704,0.0730,0.96
N=5120,fp32,0.0253,0.0100,0.0107,2.53,2.37,1.0677,0.0100,2.52,0.0785,0.1098,0.72
N=6144,fp16,0.0156,0.0056,0.0096,2.79,1.63,1.7162,0.0051,3.05,0.0888,0.0820,1.08
N=6144,bf16,0.0156,0.0053,0.0095,2.96,1.64,1.8043,0.0050,3.11,0.0889,0.0821,1.08
N=6144,fp32,0.0296,0.0121,0.0128,2.45,2.32,1.0585,0.0118,2.51,0.1014,0.1262,0.80
N=7168,fp16,0.0180,0.0063,0.0116,2.86,1.55,1.8480,0.0063,2.86,0.0912,0.0911,1.00
N=7168,bf16,0.0182,0.0064,0.0119,2.84,1.54,1.8497,0.0064,2.86,0.0914,0.0911,1.00
N=7168,fp32,0.0346,0.0142,0.0145,2.44,2.39,1.0228,0.0135,2.55,0.1029,0.1385,0.74
N=8192,fp16,0.0147,0.0079,0.0165,1.85,0.89,2.0833,0.0078,1.88,0.1131,0.1090,1.04
N=8192,bf16,0.0147,0.0077,0.0164,1.90,0.90,2.1143,0.0077,1.90,0.1131,0.1093,1.03
N=8192,fp32,0.0232,0.0157,0.0160,1.48,1.45,1.0208,0.0152,1.53,0.1161,0.1479,0.79
N=9216,fp16,0.0168,0.0089,0.0198,1.88,0.85,2.2197,0.0090,1.87,0.1199,0.1124,1.07
N=9216,bf16,0.0168,0.0089,0.0197,1.88,0.85,2.2066,0.0089,1.89,0.1199,0.1116,1.07
N=9216,fp32,0.0258,0.0173,0.0179,1.49,1.45,1.0329,0.0168,1.54,0.1281,0.1609,0.80
N=10240,fp16,0.0179,0.0103,0.0222,1.73,0.81,2.1446,0.0103,1.74,0.1395,0.1229,1.14
N=10240,bf16,0.0180,0.0104,0.0219,1.73,0.82,2.1088,0.0100,1.80,0.1394,0.1234,1.13
N=10240,fp32,0.0272,0.0190,0.0196,1.43,1.38,1.0322,0.0184,1.48,0.1503,0.1631,0.92
N=11264,fp16,0.0187,0.0115,0.0298,1.62,0.63,2.5864,0.0110,1.69,0.1337,0.1273,1.05
N=11264,bf16,0.0188,0.0115,0.0240,1.64,0.78,2.0856,0.0112,1.68,0.1337,0.1271,1.05
N=11264,fp32,0.0298,0.0207,0.0216,1.44,1.38,1.0405,0.0200,1.49,0.1544,0.1751,0.88
N=12288,fp16,0.0193,0.0124,0.0323,1.56,0.60,2.6072,0.0120,1.60,0.1576,0.1363,1.16
N=12288,bf16,0.0194,0.0124,0.0258,1.57,0.75,2.0879,0.0121,1.60,0.1576,0.1364,1.16
N=12288,fp32,0.0312,0.0222,0.0231,1.41,1.35,1.0402,0.0215,1.45,0.1824,0.1918,0.95
N=13312,fp16,0.0213,0.0133,0.0349,1.60,0.61,2.6261,0.0131,1.63,0.1553,0.1449,1.07
N=13312,bf16,0.0213,0.0133,0.0279,1.60,0.76,2.0985,0.0131,1.63,0.1553,0.1450,1.07
N=13312,fp32,0.0336,0.0239,0.0247,1.41,1.36,1.0345,0.0230,1.46,0.1784,0.1991,0.90
N=14336,fp16,0.0221,0.0141,0.0373,1.57,0.59,2.6442,0.0137,1.61,0.1778,0.1540,1.15
N=14336,bf16,0.0222,0.0142,0.0296,1.56,0.75,2.0863,0.0146,1.52,0.1777,0.1541,1.15
N=14336,fp32,0.0350,0.0255,0.0262,1.37,1.34,1.0271,0.0246,1.42,0.2059,0.2084,0.99
N=15360,fp16,0.0229,0.0148,0.0479,1.55,0.48,3.2472,0.0145,1.58,0.1873,0.1631,1.15
N=15360,bf16,0.0229,0.0148,0.0156,1.55,1.47,1.0541,0.0152,1.51,0.1874,0.1630,1.15
N=15360,fp32,0.0375,0.0303,0.0304,1.24,1.23,1.0050,0.0263,1.43,0.2005,0.2186,0.92
N=16384,fp16,0.0235,0.0156,0.0505,1.51,0.46,3.2433,0.0153,1.53,0.2093,0.1725,1.21
N=16384,bf16,0.0235,0.0156,0.0192,1.51,1.22,1.2322,0.0152,1.55,0.2094,0.1725,1.21
N=16384,fp32,0.0386,0.0340,0.0342,1.14,1.13,1.0068,0.0276,1.40,0.2161,0.2493,0.87
N=17408,fp16,0.0253,0.0167,0.0536,1.52,0.47,3.2159,0.0166,1.53,0.1986,0.1820,1.09
N=17408,bf16,0.0254,0.0166,0.0174,1.53,1.46,1.0510,0.0167,1.52,0.1985,0.1820,1.09
N=17408,fp32,0.0406,0.0320,0.0323,1.27,1.26,1.0088,0.0293,1.38,0.2273,0.2413,0.94
N=18432,fp16,0.0262,0.0174,0.0563,1.51,0.47,3.2438,0.0173,1.52,0.2270,0.1902,1.19
N=18432,bf16,0.0262,0.0202,0.0215,1.30,1.22,1.0656,0.0173,1.52,0.2270,0.1902,1.19
N=18432,fp32,0.0416,0.0325,0.0327,1.28,1.27,1.0067,0.0308,1.35,0.2650,0.2557,1.04
N=19456,fp16,0.0269,0.0183,0.0592,1.47,0.45,3.2421,0.0181,1.49,0.2200,0.1991,1.10
N=19456,bf16,0.0269,0.0213,0.0196,1.26,1.38,0.9194,0.0181,1.49,0.2200,0.1991,1.10
N=19456,fp32,0.0434,0.0340,0.0342,1.28,1.27,1.0071,0.0322,1.35,0.2564,0.2684,0.96
N=20480,fp16,0.0275,0.0192,0.0618,1.43,0.44,3.2259,0.0186,1.48,0.2499,0.2084,1.20
N=20480,bf16,0.0276,0.0220,0.0236,1.25,1.17,1.0739,0.0186,1.48,0.2497,0.2084,1.20
N=20480,fp32,0.0445,0.0358,0.0362,1.24,1.23,1.0107,0.0337,1.32,0.2887,0.2867,1.01
