params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile
H=32,fp16,0.0040,0.0045,0.0060,0.88,0.66,1.3389
H=32,bf16,0.0043,0.0047,0.0061,0.91,0.70,1.2907
H=32,fp32,0.0046,0.0048,0.0063,0.96,0.73,1.3108
H=64,fp16,0.0099,0.0077,0.0108,1.28,0.91,1.4040
H=64,bf16,0.0099,0.0079,0.0108,1.25,0.91,1.3710
H=64,fp32,0.0101,0.0081,0.0109,1.24,0.92,1.3439
H=96,fp16,0.0189,0.0111,0.0156,1.70,1.21,1.4066
H=96,bf16,0.0191,0.0111,0.0155,1.72,1.23,1.3993
H=96,fp32,0.0188,0.0114,0.0155,1.65,1.21,1.3612
H=128,fp16,0.0309,0.0141,0.0202,2.19,1.53,1.4346
H=128,bf16,0.0316,0.0143,0.0202,2.20,1.57,1.4075
H=128,fp32,0.0308,0.0150,0.0204,2.05,1.51,1.3595
H=160,fp16,0.0462,0.0177,0.0249,2.62,1.86,1.4109
H=160,bf16,0.0473,0.0179,0.0249,2.63,1.90,1.3870
H=160,fp32,0.0460,0.0209,0.0261,2.20,1.76,1.2482
H=192,fp16,0.0650,0.0225,0.0298,2.89,2.18,1.3223
H=192,bf16,0.0664,0.0227,0.0297,2.93,2.23,1.3119
H=192,fp32,0.0645,0.0273,0.0332,2.36,1.94,1.2161
H=224,fp16,0.0869,0.0296,0.0354,2.93,2.46,1.1940
H=224,bf16,0.0890,0.0297,0.0353,3.00,2.52,1.1904
H=224,fp32,0.0865,0.0355,0.0416,2.44,2.08,1.1727
H=256,fp16,0.1124,0.0357,0.0421,3.15,2.67,1.1779
H=256,bf16,0.1152,0.0364,0.0423,3.16,2.72,1.1633
H=256,fp32,0.1114,0.0428,0.0499,2.60,2.23,1.1668
H=288,fp16,0.1413,0.0684,0.0871,2.07,1.62,1.2743
H=288,bf16,0.1447,0.0691,0.0872,2.09,1.66,1.2626
H=288,fp32,0.1402,0.0749,0.0932,1.87,1.50,1.2454
H=320,fp16,0.1736,0.0757,0.0968,2.29,1.79,1.2789
H=320,bf16,0.1778,0.0760,0.0968,2.34,1.84,1.2731
H=320,fp32,0.1721,0.0818,0.1019,2.10,1.69,1.2463
H=352,fp16,0.2093,0.0830,0.1063,2.52,1.97,1.2809
H=352,bf16,0.2143,0.0836,0.1065,2.56,2.01,1.2732
H=352,fp32,0.2075,0.0903,0.1128,2.30,1.84,1.2492
H=384,fp16,0.2484,0.0876,0.1142,2.83,2.18,1.3030
H=384,bf16,0.2544,0.0885,0.1142,2.87,2.23,1.2903
H=384,fp32,0.2459,0.0964,0.1207,2.55,2.04,1.2514
H=416,fp16,0.2909,0.0993,0.1252,2.93,2.32,1.2612
H=416,bf16,0.2981,0.0997,0.1253,2.99,2.38,1.2558
H=416,fp32,0.2883,0.1087,0.1336,2.65,2.16,1.2282
H=448,fp16,0.3369,0.1067,0.1338,3.16,2.52,1.2548
H=448,bf16,0.3451,0.1067,0.1338,3.23,2.58,1.2539
H=448,fp32,0.3336,0.1207,0.1430,2.76,2.33,1.1847
H=480,fp16,0.3861,0.1215,0.1439,3.18,2.68,1.1845
H=480,bf16,0.3956,0.1218,0.1440,3.25,2.75,1.1821
H=480,fp32,0.3826,0.1358,0.1614,2.82,2.37,1.1888
H=512,fp16,0.4393,0.1248,0.1557,3.52,2.82,1.2473
H=512,bf16,0.4501,0.1251,0.1558,3.60,2.89,1.2453
H=512,fp32,0.4347,0.1456,0.1743,2.98,2.49,1.1973
H=544,fp16,0.4949,0.1911,0.2405,2.59,2.06,1.2586
H=544,bf16,0.5070,0.1919,0.2406,2.64,2.11,1.2534
H=544,fp32,0.4902,0.2115,0.2597,2.32,1.89,1.2282
H=576,fp16,0.5546,0.2022,0.2549,2.74,2.18,1.2604
H=576,bf16,0.5682,0.2032,0.2551,2.80,2.23,1.2554
H=576,fp32,0.5489,0.2246,0.2720,2.44,2.02,1.2112
H=608,fp16,0.6173,0.2146,0.2691,2.88,2.29,1.2543
H=608,bf16,0.6323,0.2151,0.2692,2.94,2.35,1.2513
H=608,fp32,0.6113,0.2361,0.2894,2.59,2.11,1.2258
H=640,fp16,0.6836,0.2185,0.2804,3.13,2.44,1.2832
H=640,bf16,0.7002,0.2193,0.2805,3.19,2.50,1.2789
H=640,fp32,0.6766,0.2449,0.2994,2.76,2.26,1.2222
