params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile
seq_len=1024,fp16,0.0506,0.1309,0.1503,0.39,0.34,1.1482
seq_len=2048,fp16,0.1400,0.3960,0.4706,0.35,0.30,1.1884
seq_len=3072,fp16,0.2982,0.8058,0.9635,0.37,0.31,1.1957
seq_len=4096,fp16,0.5291,1.3740,1.6314,0.39,0.32,1.1873
seq_len=5120,fp16,0.8492,2.0305,2.4713,0.42,0.34,1.2171
seq_len=6144,fp16,1.2734,2.8584,3.4839,0.45,0.37,1.2188
seq_len=7168,fp16,1.7949,3.8215,4.6713,0.47,0.38,1.2224
seq_len=8192,fp16,2.2161,4.9288,6.0280,0.45,0.37,1.2230
seq_len=9216,fp16,2.9215,6.1763,7.5616,0.47,0.39,1.2243
seq_len=10240,fp16,3.6441,7.5645,9.2656,0.48,0.39,1.2249
seq_len=11264,fp16,4.4072,9.0913,11.1497,0.48,0.40,1.2264
seq_len=12288,fp16,5.3293,10.7689,13.2130,0.49,0.40,1.2270
seq_len=13312,fp16,6.3504,12.5818,15.4408,0.50,0.41,1.2272
seq_len=14336,fp16,7.3358,14.5337,17.8415,0.50,0.41,1.2276
seq_len=15360,fp16,8.4924,16.6256,20.4134,0.51,0.42,1.2278
seq_len=16384,fp16,9.5683,18.8568,23.1526,0.51,0.41,1.2278
seq_len=17408,fp16,10.8649,21.2303,26.0754,0.51,0.42,1.2282
seq_len=18432,fp16,12.1585,23.7385,29.1578,0.51,0.42,1.2283
seq_len=19456,fp16,13.7488,26.3933,32.4340,0.52,0.42,1.2289
seq_len=20480,fp16,15.1446,29.1962,35.8788,0.52,0.42,1.2289
