params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile
input_rows=512,fp16,0.1490,0.0049,0.0059,30.49,25.18,1.2108
input_rows=512,fp32,0.0427,0.0054,0.0054,7.84,7.90,0.9926
input_rows=1024,fp16,0.1661,0.0127,0.0175,13.09,9.47,1.3827
input_rows=1024,fp32,0.1599,0.0161,0.0160,9.96,10.00,0.9965
input_rows=1536,fp16,0.3689,0.0266,0.0368,13.89,10.03,1.3844
input_rows=1536,fp32,0.3555,0.0326,0.0325,10.90,10.95,0.9955
input_rows=2048,fp16,0.6525,0.0435,0.0628,15.00,10.40,1.4428
input_rows=2048,fp32,0.6288,0.0539,0.0548,11.67,11.47,1.0169
input_rows=2560,fp16,1.0174,0.0662,0.0966,15.37,10.53,1.4599
input_rows=2560,fp32,0.9805,0.0819,0.0835,11.97,11.75,1.0189
input_rows=3072,fp16,1.4633,0.0940,0.1376,15.57,10.64,1.4639
input_rows=3072,fp32,1.4100,0.1161,0.1185,12.14,11.90,1.0201
input_rows=3584,fp16,1.9901,0.1260,0.1857,15.79,10.71,1.4737
input_rows=3584,fp32,1.9177,0.1567,0.1596,12.24,12.02,1.0186
input_rows=4096,fp16,2.5979,0.1636,0.2413,15.88,10.77,1.4750
input_rows=4096,fp32,2.5035,0.2031,0.2068,12.33,12.10,1.0182
input_rows=4608,fp16,3.2869,0.2057,0.3045,15.98,10.79,1.4804
input_rows=4608,fp32,3.1676,0.2562,0.2609,12.36,12.14,1.0183
input_rows=5120,fp16,4.0569,0.2537,0.3749,15.99,10.82,1.4781
input_rows=5120,fp32,3.9096,0.3152,0.3210,12.40,12.18,1.0185
input_rows=5632,fp16,4.9080,0.3053,0.4529,16.08,10.84,1.4836
input_rows=5632,fp32,4.7296,0.3806,0.3876,12.43,12.20,1.0184
input_rows=6144,fp16,5.8405,0.3635,0.5385,16.07,10.85,1.4813
input_rows=6144,fp32,5.6274,0.4521,0.4604,12.45,12.22,1.0184
input_rows=6656,fp16,6.8552,0.4251,0.6312,16.13,10.86,1.4850
input_rows=6656,fp32,6.6033,0.5301,0.5396,12.46,12.24,1.0179
input_rows=7168,fp16,7.9510,0.4931,0.7314,16.12,10.87,1.4832
input_rows=7168,fp32,7.6572,0.6137,0.6250,12.48,12.25,1.0185
input_rows=7680,fp16,9.1268,0.5640,0.8390,16.18,10.88,1.4876
input_rows=7680,fp32,8.7893,0.7040,0.7169,12.48,12.26,1.0183
input_rows=8192,fp16,10.3836,0.6428,0.9538,16.15,10.89,1.4838
input_rows=8192,fp32,9.9995,0.8003,0.8149,12.49,12.27,1.0182
input_rows=8704,fp16,11.7216,0.7232,1.0767,16.21,10.89,1.4887
input_rows=8704,fp32,11.2878,0.9033,0.9194,12.50,12.28,1.0179
input_rows=9216,fp16,13.1406,0.8125,1.2067,16.17,10.89,1.4852
input_rows=9216,fp32,12.6541,1.0125,1.0305,12.50,12.28,1.0178
input_rows=9728,fp16,14.6409,0.9028,1.3441,16.22,10.89,1.4887
input_rows=9728,fp32,14.0994,1.1279,1.1478,12.50,12.28,1.0176
input_rows=10240,fp16,16.2227,1.0018,1.4889,16.19,10.90,1.4861
input_rows=10240,fp32,15.6215,1.2487,1.2713,12.51,12.29,1.0181
